AQSID,SiteName,Status,EPARegion,Latitude,Longitude,Elevation,GMTOffset,CountryCode,StateName,ValidDate,ValidTime,DataSource,ReportingArea_PipeDelimited,OZONE_AQI,PM10_AQI,PM25_AQI,NO2_AQI,OZONE_Measured,PM10_Measured,PM25_Measured,NO2_Measured,PM25,PM25_Unit,OZONE,OZONE_Unit,NO2,NO2_Unit,CO,CO_Unit,SO2,SO2_Unit,PM10,PM10_Unit
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","11/01/2021","00:00","Massachusetts Dept. of Environmental Protection","Boston","19","","0","4","1","0","1","1","4.0","PPB","0.28","PPM","-1.0","UG/M3","0.0","PPB","24.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","11/01/2021","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","11/01/2021","00:00","Massachusetts Dept. of Environmental Protection","","","","27","7","0","0","1","1","7.0","PPB","0.37","PPM","6.0","UG/M3","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","12/01/2021","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","25","15","0","0","1","1","16.0","PPB","","","7.0","UG/M3","0.0","PPB","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","12/01/2021","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","12/01/2021","00:00","Massachusetts Dept. of Environmental Protection","Boston","20","","26","10","1","0","1","1","11.0","PPB","0.28","PPM","7.0","UG/M3","0.0","PPB","22.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","12/01/2021","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","12/01/2021","00:00","Massachusetts Dept. of Environmental Protection","","","","29","13","0","0","1","1","14.0","PPB","0.45","PPM","8.0","UG/M3","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","01/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","58","19","0","0","1","1","20.0","PPB","","","17.0","UG/M3","0.0","PPB","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","01/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","01/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","5","","58","21","1","0","1","1","23.0","PPB","0.47","PPM","16.0","UG/M3","1.0","PPB","1.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","01/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","01/01/2022","00:00","Massachusetts Dept. of Environmental Protection","","","","56","16","0","0","1","1","17.0","PPB","0.42","PPM","16.0","UG/M3","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","02/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","48","40","0","0","1","1","42.0","PPB","","","12.0","UG/M3","0.0","PPB","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","02/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","02/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","02/01/2022","00:00","Massachusetts Dept. of Environmental Protection","","","","52","37","0","0","1","1","39.0","PPB","0.61","PPM","12.0","UG/M3","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","02/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","9","","46","47","1","0","1","1","50.0","PPB","1.1","PPM","12.0","UG/M3","1.0","PPB","2.0","PPB","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","03/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","28","","23","14","1","0","1","1","15.0","PPB","0.26","PPM","6.0","UG/M3","0.0","PPB","30.0","PPB","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","03/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","03/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","25","13","0","0","1","1","15.0","PPB","","","6.0","UG/M3","0.0","PPB","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","03/01/2022","00:00","Massachusetts Dept. of Environmental Protection","","","","30","19","0","0","1","1","20.0","PPB","0.31","PPM","7.0","UG/M3","","","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","03/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","04/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","04/01/2022","00:00","Massachusetts Dept. of Environmental Protection","","","","59","4","0","0","1","1","4.0","PPB","0.27","PPM","16.0","UG/M3","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","04/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","04/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","39","","57","2","1","0","1","1","2.0","PPB","0.1","PPM","15.0","UG/M3","0.0","PPB","45.0","PPB","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","04/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","56","6","0","0","1","1","6.0","PPB","","","15.0","UG/M3","0.0","PPB","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","05/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","27","","18","20","1","0","1","1","21.0","PPB","0.3","PPM","5.0","UG/M3","0.0","PPB","23.0","PPB","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","05/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","05/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","05/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","22","20","0","0","1","1","21.0","PPB","","","6.0","UG/M3","0.0","PPB","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","05/01/2022","00:00","Massachusetts Dept. of Environmental Protection","","","","18","9","0","0","1","1","10.0","PPB","0.25","PPM","5.0","UG/M3","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","06/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","28","9","0","0","1","1","10.0","PPB","","","7.0","UG/M3","-1.0","PPB","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","06/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","06/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","06/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","28","","29","4","1","0","1","1","4.0","PPB","0.11","PPM","6.0","UG/M3","0.0","PPB","29.0","PPB","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","06/01/2022","00:00","Massachusetts Dept. of Environmental Protection","","","","28","1","0","0","1","1","1.0","PPB","0.07","PPM","7.0","UG/M3","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","07/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","22","14","0","0","1","1","15.0","PPB","","","6.0","UG/M3","-1.0","PPB","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","07/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","07/01/2022","00:00","Massachusetts Dept. of Environmental Protection","","","","26","12","0","0","1","1","13.0","PPB","0.25","PPM","7.0","UG/M3","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","07/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","28","","22","11","1","0","1","1","12.0","PPB","0.33","PPM","6.0","UG/M3","0.0","PPB","30.0","PPB","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","07/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","08/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","08/01/2022","00:00","Massachusetts Dept. of Environmental Protection","","","","22","8","0","0","1","1","9.0","PPB","0.28","PPM","5.0","UG/M3","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","08/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","19","8","0","0","1","1","8.0","PPB","","","5.0","UG/M3","-1.0","PPB","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","08/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","08/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","34","","19","5","1","0","1","1","5.0","PPB","0.14","PPM","5.0","UG/M3","0.0","PPB","39.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","09/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","09/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","27","","19","8","1","0","1","1","9.0","PPB","0.34","PPM","5.0","UG/M3","1.0","PPB","26.0","PPB","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","09/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","09/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","17","8","0","0","1","1","9.0","PPB","","","4.0","UG/M3","0.0","PPB","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","09/01/2022","00:00","Massachusetts Dept. of Environmental Protection","","","","20","10","0","0","1","1","11.0","PPB","0.36","PPM","5.0","UG/M3","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","10/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","10/01/2022","00:00","Massachusetts Dept. of Environmental Protection","","","","18","11","0","0","1","1","12.0","PPB","0.38","PPM","5.0","UG/M3","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","10/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","16","","28","13","1","0","1","1","14.0","PPB","0.62","PPM","8.0","UG/M3","0.0","PPB","14.0","PPB","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","10/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","26","20","0","0","1","1","21.0","PPB","","","7.0","UG/M3","0.0","PPB","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","10/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","11/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","24","14","0","0","1","1","15.0","PPB","","","6.0","UG/M3","0.5","PPB","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","11/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","26","","21","8","1","0","1","1","8.0","PPB","0.2","PPM","5.0","UG/M3","-0.4","PPB","27.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","11/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","11/01/2022","00:00","Massachusetts Dept. of Environmental Protection","","","","22","11","0","0","1","1","12.0","PPB","0.4","PPM","5.0","UG/M3","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","11/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","12/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","12/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","12/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","31","","12","2","1","0","1","1","2.2","PPB","0.2","PPM","2.0","UG/M3","0.3","PPB","38.0","PPB","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","12/01/2022","00:00","Massachusetts Dept. of Environmental Protection","","","","16","5","0","0","1","1","5.0","PPB","0.2","PPM","3.0","UG/M3","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","12/01/2022","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","14","7","0","0","1","1","7.0","PPB","","","3.0","UG/M3","0.3","PPB","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","01/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","20","13","32","10","1","1","1","1","11.6","PPB","0.3","PPM","8.0","UG/M3","0.3","PPB","25.0","PPB","15.0","UG/M3"
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","01/01/2023","00:00","Massachusetts Dept. of Environmental Protection","","","","39","12","0","0","1","1","13.0","PPB","0.3","PPM","9.0","UG/M3","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","01/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","01/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","30","15","0","0","1","1","16.0","PPB","","","7.0","UG/M3","-0.2","PPB","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","01/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","02/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","02/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","23","11","0","0","1","1","12.0","PPB","","","5.0","UG/M3","0.0","PPB","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","02/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston|Chelsea","30","9","18","6","1","1","1","1","6.6","PPB","0.3","PPM","4.0","UG/M3","0.4","PPB","32.0","PPB","10.0","UG/M3"
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","02/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","02/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","18","10","0","0","1","1","11.0","PPB","0.3","PPM","4.0","UG/M3","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","03/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","26","8","0","0","1","1","9.0","PPB","0.2","PPM","8.0","UG/M3","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","03/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston|Chelsea","30","13","21","11","1","1","1","1","12.8","PPB","0.2","PPM","5.0","UG/M3","-0.2","PPB","30.0","PPB","12.0","UG/M3"
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","03/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","03/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","03/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","28","18","0","0","1","1","19.0","PPB","","","7.0","UG/M3","0.1","PPB","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","04/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","37","13","0","0","1","1","14.0","PPB","","","10.0","UG/M3","0.0","PPB","","","",""
"840250250045","BOSTON-Chinatown","Active","R1","42.349954","-71.059194","6.1","-5","US","MA","04/01/2023","00:00","Massachusetts Dept. of Environmental Protection","","","","34","","0","0","1","0","","","","","9.0","UG/M3","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","04/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston|Chelsea","39","","32","6","1","1","1","1","6.7","PPB","0.1","PPM","8.0","UG/M3","-0.2","PPB","43.0","PPB","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","04/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","33","6","0","0","1","1","6.0","PPB","0.2","PPM","8.0","UG/M3","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","04/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","04/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","05/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","05/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston|Chelsea","33","6","19","5","1","1","1","1","5.0","PPB","0.2","PPM","5.0","UG/M3","0.1","PPB","41.0","PPB","8.0","UG/M3"
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","05/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","17","2","0","0","1","1","2.0","PPB","0.1","PPM","4.0","UG/M3","","","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","05/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","05/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","22","9","0","0","1","1","10.0","PPB","","","6.0","UG/M3","0.1","PPB","","","",""
"840250250045","BOSTON-Chinatown","Active","R1","42.349954","-71.059194","6.1","-5","US","MA","05/01/2023","00:00","Massachusetts Dept. of Environmental Protection","","","","19","","0","0","1","0","","","","","5.0","UG/M3","","","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","06/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","06/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","77","9","0","0","1","1","10.0","PPB","","","36.0","UG/M3","0.3","PPB","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","06/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","06/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston|Chelsea","45","39","78","5","1","1","1","1","5.0","PPB","0.3","PPM","37.0","UG/M3","0.2","PPB","49.0","PPB","56.0","UG/M3"
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","06/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","1","","","","","","","","","","","",""
"840250250045","BOSTON-Chinatown","Active","R1","42.349954","-71.059194","6.1","-5","US","MA","06/01/2023","00:00","Massachusetts Dept. of Environmental Protection","","","","80","","0","0","1","0","","","","","39.0","UG/M3","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","07/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","57","18","0","0","1","1","19.0","PPB","","","16.0","UG/M3","0.3","PPB","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","07/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","07/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston|Chelsea","40","","58","19","1","1","1","1","20.0","PPB","0.7","PPM","15.0","UG/M3","0.2","PPB","35.0","PPB","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","07/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","07/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","61","12","0","0","1","1","13.0","PPB","0.7","PPM","15.0","UG/M3","","","","","",""
"840250250045","BOSTON-Chinatown","Active","R1","42.349954","-71.059194","6.1","-5","US","MA","07/01/2023","00:00","Massachusetts Dept. of Environmental Protection","","","","54","","0","0","1","0","","","","","14.2","UG/M3","","","","","",""
"840250250045","BOSTON-Chinatown","Active","R1","42.349954","-71.059194","6.1","-5","US","MA","08/01/2023","00:00","Massachusetts Dept. of Environmental Protection","","","","31","","0","0","1","0","","","","","8.0","UG/M3","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","08/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","24","6","0","0","1","1","6.8","PPB","","","6.0","UG/M3","0.3","PPB","","","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","08/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250043","Boston - North End","Inactive","R1","42.3631","-71.0542","0.0","-5","US","MA","08/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","0","0","1","0","","","","","","","","","","","",""
"250250044","Boston-Von Hillern","Active","R1","42.325197","-71.056056","4.0","-5","US","MA","08/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","30","11","0","0","1","1","12.0","PPB","0.5","PPM","8.0","UG/M3","","","","","",""
"250250042","Boston - Roxbury","Active","R1","42.329399","-71.082497","0.0","-5","US","MA","08/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston|Chelsea","24","","25","8","1","1","1","1","8.0","PPB","0.3","PPM","7.0","UG/M3","0.3","PPB","24.0","PPB","",""
"250250041","Boston - Long Island","Inactive","R1","42.3172","-70.9667","0.0","-5","US","MA","09/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","","","1","0","0","1","","","","","","","","","","","",""
"250250002","BOSTON-KENMORE","Active","R1","42.3489","-71.097702","0.0","-5","US","MA","09/01/2023","00:00","Massachusetts Dept. of Environmental Protection","Boston","","","18","13","0","0","1","1","14.1","PPB","","","4.3","UG/M3","0.5","PPB","","","",""
