longitude,latitude,ZipCode,Time,CO,NO2,O3,PM10,PM2.5,SO2,aqi,category
-71.0605,42.3586,02112,2023-10-25T08:00:00Z,198.68,20.85,29.17,20.59,7.56,0.17,40,Good air quality
-71.0605,42.3586,02112,2023-10-25T12:00:00Z,298.48,21.35,22.45,48.33,16.59,0.17,43,Good air quality
-71.0605,42.3586,02112,2023-10-25T16:00:00Z,349.04,35.67,18.44,40.69,15.34,0.27,45,Good air quality
-71.0605,42.3586,02112,2023-10-25T20:00:00Z,249.25,40.71,10.83,44.71,14.7,0.27,48,Good air quality
-71.0605,42.3586,02112,2023-10-26T00:00:00Z,398.31,59.49,7.32,61.32,13.8,0.3,56,Moderate air quality
-71.0605,42.3586,02112,2023-10-26T04:00:00Z,347.74,22.92,3.79,55.36,17.48,0.3,52,Moderate air quality
-71.0605,42.3586,02112,2023-10-26T08:00:00Z,249.41,18.66,29.72,28.37,11.39,0.27,55,Moderate air quality
-71.0605,42.3586,02112,2023-10-26T12:00:00Z,347.91,31.91,17.23,54.73,16.28,0.27,55,Moderate air quality
-71.0605,42.3586,02112,2023-10-26T16:00:00Z,382.23,35.65,19.14,40.63,16.26,0.78,56,Moderate air quality
-71.0605,42.3586,02112,2023-10-26T20:00:00Z,275.95,57.38,46.24,55.33,17.29,0.69,56,Moderate air quality
-71.0605,42.3586,02112,2023-10-27T00:00:00Z,498.26,59.89,33.08,58.01,16.47,0.2,57,Moderate air quality
-71.0605,42.3586,02112,2023-10-27T04:00:00Z,695.23,37.45,15.38,48.77,20.84,0.33,59,Moderate air quality
-71.0605,42.3586,02112,2023-10-27T08:00:00Z,396.97,30.31,29.96,31.7,16.92,0.27,61,Moderate air quality
-71.0605,42.3586,02112,2023-10-27T12:00:00Z,447.73,30.11,28.03,41.15,21.02,0.27,62,Moderate air quality
-71.0605,42.3586,02112,2023-10-27T16:00:00Z,547.54,46.4,11.6,60.76,19.26,0.43,63,Moderate air quality
-71.0605,42.3586,02112,2023-10-27T20:00:00Z,398.26,57.42,40.51,58.46,17.2,0.3,63,Moderate air quality
-71.0605,42.3586,02112,2023-10-28T00:00:00Z,447.53,65.89,44.37,64.68,19.98,0.3,64,Moderate air quality
-71.0605,42.3586,02112,2023-10-28T04:00:00Z,546,43.13,24.79,48.33,16.29,0.3,63,Moderate air quality
-71.0605,42.3586,02112,2023-10-28T08:00:00Z,347.74,27.94,24.02,33.1,14.25,0.27,62,Moderate air quality
-71.0605,42.3586,02112,2023-10-28T12:00:00Z,447.5,25.59,15.63,47.59,12.47,0.27,61,Moderate air quality
-71.0605,42.3586,02112,2023-10-28T16:00:00Z,347.7,24.87,25.22,41.36,13.87,0.3,59,Moderate air quality
-71.0605,42.3586,02112,2023-10-28T20:00:00Z,198.54,53.34,45.15,46.35,16.12,0.27,58,Moderate air quality
-71.0605,42.3586,02112,2023-10-29T00:00:00Z,247.73,31.43,35.39,34.06,14.88,0.2,57,Moderate air quality
-71.0605,42.3586,02112,2023-10-29T04:00:00Z,198.48,26.98,33.27,43.71,10.91,0.17,54,Moderate air quality
-71.0605,42.3586,02112,2023-10-29T08:00:00Z,198.48,17.52,22.04,38.56,8.91,0.17,53,Moderate air quality
-71.0605,42.3586,02112,2023-10-29T12:00:00Z,149.25,14.97,16.04,25.92,8.76,0.2,50,Good air quality
-71.0605,42.3586,02112,2023-10-29T16:00:00Z,149.27,18.15,11.47,29.78,7.6,0.2,46,Good air quality
-71.0605,42.3586,02112,2023-10-29T20:00:00Z,249.28,21,9.79,50.41,9.27,0.3,41,Good air quality
-71.0605,42.3586,02112,2023-10-30T00:00:00Z,149.46,18.77,15.31,29.48,8.84,0.2,38,Good air quality
-71.0605,42.3586,02112,2023-10-30T04:00:00Z,149.25,15.53,20.89,25.29,6.73,0.17,35,Good air quality
-71.0605,42.3586,02112,2023-10-30T08:00:00Z,149.25,12.39,27.37,13.8,4.93,0.17,33,Good air quality
-71.0605,42.3586,02112,2023-10-30T12:00:00Z,149.25,23.08,28.99,28.12,8.9,0.17,32,Good air quality
-71.0605,42.3586,02112,2023-10-30T16:00:00Z,200.04,50.03,20.67,53.66,13.47,0.27,47,Good air quality
-71.0605,42.3586,02112,2023-10-30T20:00:00Z,198.72,27.69,19.9,24.13,9.62,0.27,34,Good air quality
-71.0605,42.3586,02112,2023-10-31T00:00:00Z,249.1,31.91,13.55,45.49,11.3,0.2,34,Good air quality
-71.0605,42.3586,02112,2023-10-31T04:00:00Z,298.44,20.31,6.68,32.39,12.33,0.3,37,Good air quality
-71.0605,42.3586,02112,2023-10-31T08:00:00Z,149.25,15.23,27.09,12.85,6.86,0.17,39,Good air quality
-71.0605,42.3586,02112,2023-10-31T12:00:00Z,247.7,27.99,17.66,26.12,8.46,0.17,39,Good air quality
-71.0605,42.3586,02112,2023-10-31T16:00:00Z,198.72,23.93,23.25,29.25,9.26,0.3,40,Good air quality
-71.0605,42.3586,02112,2023-10-31T20:00:00Z,198.48,19.17,32.11,30.43,12.35,0.2,41,Good air quality
-71.0605,42.3586,02112,2023-11-01T00:00:00Z,249.24,35.01,24.32,36.73,11.76,0.2,42,Good air quality
-71.0605,42.3586,02112,2023-11-01T08:00:00Z,249.24,24.9,13.46,25.21,8.83,0.27,41,Good air quality
-71.0605,42.3586,02112,2023-11-01T12:00:00Z,249.24,25.36,13.79,21.99,10.3,0.23,42,Good air quality
-71.0605,42.3586,02112,2023-11-01T16:00:00Z,298.52,29.9,13.57,50.32,14.07,0.33,44,Good air quality
-71.0605,42.3586,02112,2023-11-01T20:00:00Z,198.54,20.88,25.66,48.18,11.17,0.17,45,Good air quality
-71.0605,42.3586,02112,2023-11-02T00:00:00Z,198.69,37.24,24.62,46.02,12.34,0.27,46,Good air quality
-71.0605,42.3586,02112,2023-11-02T04:00:00Z,298.44,30.33,14.88,33.25,12.82,0.2,48,Good air quality
-71.0605,42.3586,02112,2023-11-02T08:00:00Z,198.48,17.52,16.92,18.63,8.79,0.17,48,Good air quality
-71.0605,42.3586,02112,2023-11-02T12:00:00Z,247.73,20.59,19.45,28.56,12.11,0.17,50,Good air quality
-71.0605,42.3586,02112,2023-11-02T16:00:00Z,298.49,26.21,19.33,26.76,13.99,0.27,51,Moderate air quality
-71.0605,42.3586,02112,2023-11-02T20:00:00Z,249.13,23.76,29.25,42.22,14.3,0.2,51,Moderate air quality
-71.0605,42.3586,02112,2023-11-03T00:00:00Z,299.75,45.97,24.59,72.54,12.71,0.2,51,Moderate air quality
-71.0605,42.3586,02112,2023-11-03T04:00:00Z,496.79,29.07,4.67,26.11,11.37,0.3,50,Good air quality
-71.0605,42.3586,02112,2023-11-03T08:00:00Z,347.72,33.74,12.92,55.95,10.99,0.27,51,Moderate air quality
-71.0605,42.3586,02112,2023-11-03T12:00:00Z,347.69,28.07,9.65,52.29,14.65,0.33,51,Moderate air quality
-71.0605,42.3586,02112,2023-11-03T16:00:00Z,496.72,35.39,15.07,37.22,14.65,0.47,52,Moderate air quality
-71.0605,42.3586,02112,2023-11-03T20:00:00Z,249.24,57.11,35.93,55.52,14.47,0.33,54,Moderate air quality
-71.0605,42.3586,02112,2023-11-04T00:00:00Z,299.8,41.83,32.39,39.25,12.84,0.33,52,Moderate air quality
-71.0605,42.3586,02112,2023-11-04T04:00:00Z,298.45,19.73,32.46,41.8,9.83,0.17,52,Moderate air quality
-71.0605,42.3586,02112,2023-11-04T08:00:00Z,198.68,20.71,35.22,21.96,8.33,0.17,52,Moderate air quality
-71.0605,42.3586,02112,2023-11-04T12:00:00Z,198.67,19.07,29.33,32.68,9.3,0.1,50,Good air quality
-71.0605,42.3586,02112,2023-11-04T16:00:00Z,298.49,30.59,25.37,33.03,14.86,0.27,48,Good air quality
-71.0605,42.3586,02112,2023-11-04T20:00:00Z,298.48,48.09,35.03,63.28,14.49,0.2,48,Good air quality
-71.0605,42.3586,02112,2023-11-05T00:00:00Z,450.33,47.48,13.12,53.45,15.89,0.3,49,Good air quality
-71.0605,42.3586,02112,2023-11-05T04:00:00Z,797.67,35.47,3.45,54.58,18.2,0.53,53,Moderate air quality
-71.0605,42.3586,02112,2023-11-05T08:00:00Z,199.05,18.43,32.41,51.51,22.59,0.13,57,Moderate air quality
-71.0605,42.3586,02112,2023-11-05T12:00:00Z,398.46,26.69,10,52.68,20.46,0.23,61,Moderate air quality
-71.0605,42.3586,02112,2023-11-05T16:00:00Z,496.91,31.84,16.44,50.33,20.33,0.37,64,Moderate air quality
-71.0605,42.3586,02112,2023-11-05T20:00:00Z,198.69,23.53,38.15,57.24,17.03,0.37,64,Moderate air quality
-71.0605,42.3586,02112,2023-11-06T00:00:00Z,298.47,45.01,37.26,50.38,17.26,0.2,65,Moderate air quality
-71.0605,42.3586,02112,2023-11-06T04:00:00Z,446.2,27.41,20.6,29.29,18.37,0.27,65,Moderate air quality
-71.0605,42.3586,02112,2023-11-06T08:00:00Z,447.33,28.03,10.55,28.86,12.02,0.2,63,Moderate air quality
-71.0605,42.3586,02112,2023-11-06T12:00:00Z,198.48,18.25,22.57,32.14,10.83,0.17,59,Moderate air quality
-71.0605,42.3586,02112,2023-11-06T16:00:00Z,299.84,32.6,11.24,36.24,14.3,0.3,57,Moderate air quality
-71.0605,42.3586,02112,2023-11-06T20:00:00Z,149.27,19.31,28.5,33.16,10.35,0.27,55,Moderate air quality
-71.0605,42.3586,02112,2023-11-07T00:00:00Z,200.04,53.42,26.39,53.88,12.68,0.4,53,Moderate air quality
-71.0605,42.3586,02112,2023-11-07T04:00:00Z,249.24,21.04,16.82,32.99,13.72,0.4,52,Moderate air quality
-71.0605,42.3586,02112,2023-11-07T08:00:00Z,199.99,15.69,25.41,37.12,13.24,0.3,51,Moderate air quality
-71.0605,42.3586,02112,2023-11-07T12:00:00Z,198.67,22.38,37.58,36.94,14.05,0.4,52,Moderate air quality
-71.0605,42.3586,02112,2023-11-07T16:00:00Z,298.48,29.71,42.02,43.84,21.83,0.4,54,Moderate air quality
-71.0605,42.3586,02112,2023-11-07T20:00:00Z,298.48,24.27,45.24,62.12,22.06,0.23,59,Moderate air quality
-71.0605,42.3586,02112,2023-11-08T00:00:00Z,298.33,60.97,35.42,61.81,19.52,0.3,61,Moderate air quality
-71.0605,42.3586,02112,2023-11-08T04:00:00Z,249.03,15.79,25.48,31.01,8.12,0.27,60,Moderate air quality
-71.0605,42.3586,02112,2023-11-08T08:00:00Z,249.05,23.55,24.34,46.94,5.88,0.27,59,Moderate air quality
-71.0605,42.3586,02112,2023-11-08T12:00:00Z,198.48,13.05,22.43,25.52,6.81,0.17,56,Moderate air quality
-71.0605,42.3586,02112,2023-11-08T16:00:00Z,249.05,22.12,30.27,38.15,9.74,0.2,52,Moderate air quality
-71.0605,42.3586,02112,2023-11-08T20:00:00Z,249.03,49.95,28.38,47.08,8.77,0.23,47,Good air quality
-71.0605,42.3586,02112,2023-11-09T00:00:00Z,298.28,58.01,19.08,49.73,11.19,0.3,55,Moderate air quality
-71.0605,42.3586,02112,2023-11-09T04:00:00Z,298.25,17.56,19.92,46.15,9.05,0.17,37,Good air quality
-71.0605,42.3586,02112,2023-11-09T08:00:00Z,199.8,17.56,22.53,34.38,10.22,0.2,38,Good air quality
-71.0605,42.3586,02112,2023-11-09T12:00:00Z,249.03,24.58,13.86,23.98,6.62,0.17,39,Good air quality
-71.0605,42.3586,02112,2023-11-09T16:00:00Z,398.24,63.64,4.39,56.68,11.9,0.47,61,Moderate air quality
-71.0605,42.3586,02112,2023-11-09T20:00:00Z,299.81,53.37,8.41,55.24,10.2,0.37,50,Good air quality
-71.0605,42.3586,02112,2023-11-10T00:00:00Z,496.77,27.11,2.23,45.89,20.7,0.63,51,Moderate air quality
-71.0605,42.3586,02112,2023-11-10T04:00:00Z,447.57,23.3,1.27,35.43,19.11,0.37,54,Moderate air quality
-71.0605,42.3586,02112,2023-11-10T08:00:00Z,299.76,16.65,18.15,38.85,13.77,0.2,57,Moderate air quality
-71.0605,42.3586,02112,2023-11-10T12:00:00Z,349.04,23.63,5.24,30.29,11.22,0.17,58,Moderate air quality
-71.0605,42.3586,02112,2023-11-10T16:00:00Z,347.8,27.55,12.31,42.31,14.1,0.37,59,Moderate air quality
-71.0605,42.3586,02112,2023-11-10T20:00:00Z,298.28,31.85,20.42,53.68,14.95,0.33,60,Moderate air quality
-71.0605,42.3586,02112,2023-11-11T00:00:00Z,398.09,28.99,21.47,48.69,13.84,0.17,56,Moderate air quality
-71.0605,42.3586,02112,2023-11-11T04:00:00Z,398.3,34.3,14.08,36.34,13.92,0.2,54,Moderate air quality
-71.0605,42.3586,02112,2023-11-11T08:00:00Z,347.72,24.93,8.51,27.78,9.94,0.23,52,Moderate air quality
-71.0605,42.3586,02112,2023-11-11T12:00:00Z,298.28,16.91,19.45,30.83,7.01,0.17,52,Moderate air quality
-71.0605,42.3586,02112,2023-11-11T16:00:00Z,298.47,18.31,14.72,24.31,8.7,0.27,50,Good air quality
-71.0605,42.3586,02112,2023-11-11T20:00:00Z,249.03,19.2,29.26,45,10.99,0.2,47,Good air quality
-71.0605,42.3586,02112,2023-11-12T00:00:00Z,249.05,25.02,29.52,26.25,10.92,0.13,46,Good air quality
-71.0605,42.3586,02112,2023-11-12T04:00:00Z,249.26,35.06,27.33,25.99,11.9,0.17,44,Good air quality
-71.0605,42.3586,02112,2023-11-12T08:00:00Z,298.49,20.28,20.74,25.27,10.17,0.23,43,Good air quality
-71.0605,42.3586,02112,2023-11-12T12:00:00Z,249.24,20.52,24.09,34.4,6.96,0.13,42,Good air quality
-71.0605,42.3586,02112,2023-11-12T16:00:00Z,298.25,19.48,24.07,31.65,11.29,0.17,42,Good air quality
-71.0605,42.3586,02112,2023-11-12T20:00:00Z,249.03,16.01,31.12,39.1,13.84,0.13,44,Good air quality
-71.0605,42.3586,02112,2023-11-13T00:00:00Z,249.23,32.52,30.37,47.7,13.13,0.13,46,Good air quality
-71.0605,42.3586,02112,2023-11-13T04:00:00Z,499.4,28.35,6.44,32.48,16.39,0.3,49,Good air quality
-71.0605,42.3586,02112,2023-11-13T08:00:00Z,350.34,13.56,25.01,53.44,11.76,0.13,51,Moderate air quality
-71.0605,42.3586,02112,2023-11-13T12:00:00Z,398.24,25.43,5.86,29.39,12.05,0.2,52,Moderate air quality
-71.0605,42.3586,02112,2023-11-13T16:00:00Z,349.03,30.95,16.07,40.96,15.06,0.33,53,Moderate air quality
-71.0605,42.3586,02112,2023-11-13T20:00:00Z,349,22.8,25.31,30.49,13.19,0.23,54,Moderate air quality
-71.0605,42.3586,02112,2023-11-14T00:00:00Z,349.04,26.39,16.71,45.53,14.15,0.23,54,Moderate air quality
-71.0605,42.3586,02112,2023-11-14T04:00:00Z,298.28,19.54,26.9,46.47,11.49,0.2,52,Moderate air quality
-71.0605,42.3586,02112,2023-11-14T08:00:00Z,348.99,25.73,14.14,28.65,7.93,0.17,50,Good air quality
-71.0605,42.3586,02112,2023-11-14T12:00:00Z,298.47,27.02,11.41,37.23,12.01,0.17,50,Good air quality
-71.0605,42.3586,02112,2023-11-14T16:00:00Z,398.29,34.49,12.65,36.07,19.52,0.4,52,Moderate air quality
-71.0605,42.3586,02112,2023-11-14T20:00:00Z,348.99,20.37,24.44,35.62,20.42,0.3,53,Moderate air quality
-71.0605,42.3586,02112,2023-11-15T00:00:00Z,349.04,53.24,22.54,51.82,12.36,0.17,53,Moderate air quality
-71.0605,42.3586,02112,2023-11-15T04:00:00Z,349.04,25.44,21.62,36.62,9.75,0.17,53,Moderate air quality
-71.0605,42.3586,02112,2023-11-15T08:00:00Z,298.44,24.33,13.47,27.69,12.46,0.17,53,Moderate air quality
-71.0605,42.3586,02112,2023-11-15T12:00:00Z,498.04,32.19,1.16,39.45,11.55,0.63,54,Moderate air quality
-71.0605,42.3586,02112,2023-11-15T16:00:00Z,596.55,39.87,5.29,32.82,13.47,0.87,52,Moderate air quality
-71.0605,42.3586,02112,2023-11-15T20:00:00Z,398.21,22.59,18.93,23.83,9.82,0.3,50,Good air quality
-71.0605,42.3586,02112,2023-11-16T00:00:00Z,349.04,58.47,14.66,50.37,12.35,0.27,55,Moderate air quality
-71.0605,42.3586,02112,2023-11-16T04:00:00Z,298.48,20.61,15.15,30.9,10.62,0.2,49,Good air quality
-71.0605,42.3586,02112,2023-11-16T08:00:00Z,298.67,23.81,13.19,39.05,10.54,0.23,49,Good air quality
-71.0605,42.3586,02112,2023-11-16T12:00:00Z,298.54,25.72,9.2,37.28,13.7,0.23,49,Good air quality
-71.0605,42.3586,02112,2023-11-16T16:00:00Z,449.16,35.74,11.09,42.57,23.03,0.47,53,Moderate air quality
-71.0605,42.3586,02112,2023-11-16T20:00:00Z,349.13,29.4,26.32,36.78,20.18,0.47,55,Moderate air quality
-71.0605,42.3586,02112,2023-11-17T00:00:00Z,548.95,65.9,16.78,72.76,18.42,0.4,63,Moderate air quality
-71.0605,42.3586,02112,2023-11-17T04:00:00Z,1045.69,37.07,1.95,59.65,24.44,1.44,62,Moderate air quality
-71.0605,42.3586,02112,2023-11-17T08:00:00Z,949.95,27.41,1.48,48.41,26.25,1.06,67,Moderate air quality
-71.0605,42.3586,02112,2023-11-17T12:00:00Z,546.19,30.08,12.1,53.35,27.56,0.23,72,Moderate air quality
-71.0605,42.3586,02112,2023-11-17T16:00:00Z,398.65,32.15,22.37,65.45,20.03,0.33,74,Moderate air quality
-71.0605,42.3586,02112,2023-11-17T20:00:00Z,249.62,22.99,40.01,59.72,8.88,0.23,72,Moderate air quality
-71.05547,42.36516,02113,2023-10-19T04:00:00Z,459.74,24.31,5.91,28.23,8.42,0.33,44,Good air quality
-71.05547,42.36516,02113,2023-10-19T08:00:00Z,359.98,14.26,9.21,8.57,3.28,0.23,46,Good air quality
-71.05547,42.36516,02113,2023-10-19T12:00:00Z,406.35,22.63,8.72,31.94,14.96,0.16,44,Good air quality
-71.05547,42.36516,02113,2023-10-19T16:00:00Z,306.69,26.16,20.08,38.55,15.58,0.33,42,Good air quality
-71.05547,42.36516,02113,2023-10-19T20:00:00Z,253.32,24.07,32.13,19.46,8.9,0.3,38,Good air quality
-71.05547,42.36516,02113,2023-10-20T00:00:00Z,253.34,31.65,29.67,30.62,11.45,0.16,38,Good air quality
-71.05547,42.36516,02113,2023-10-20T04:00:00Z,306.42,17.6,16.87,21.62,6.35,0.26,37,Good air quality
-71.05547,42.36516,02113,2023-10-20T08:00:00Z,306.39,13.36,13.37,10.52,4.03,0.26,36,Good air quality
-71.05547,42.36516,02113,2023-10-20T12:00:00Z,406.12,26.85,7.98,25.63,12.68,0.3,35,Good air quality
-71.05547,42.36516,02113,2023-10-20T16:00:00Z,299.74,29.18,8.6,15.73,10.22,0.44,35,Good air quality
-71.05547,42.36516,02113,2023-10-20T20:00:00Z,260.31,29.89,27.59,21.76,13.26,0.47,36,Good air quality
-71.05547,42.36516,02113,2023-10-21T00:00:00Z,253.36,26.36,22.77,35.31,12.75,0.26,35,Good air quality
-71.05547,42.36516,02113,2023-10-21T04:00:00Z,153.38,19.47,23.51,22.27,8.18,0.36,36,Good air quality
-71.05547,42.36516,02113,2023-10-21T08:00:00Z,153.36,6.85,25.43,4.55,1.73,0.26,36,Good air quality
-71.05547,42.36516,02113,2023-10-21T12:00:00Z,260.03,7.99,20.55,4,3.86,0.26,35,Good air quality
-71.05547,42.36516,02113,2023-10-21T16:00:00Z,153.38,26.99,23.36,15.94,10.68,0.39,34,Good air quality
-71.05547,42.36516,02113,2023-10-21T20:00:00Z,153.41,28.69,23.9,17.12,6.67,0.4,31,Good air quality
-71.05547,42.36516,02113,2023-10-22T00:00:00Z,206.69,36.77,33.84,15.6,8.21,0.3,34,Good air quality
-71.05547,42.36516,02113,2023-10-22T04:00:00Z,206.69,16.4,27.72,13.35,8.68,0.36,28,Good air quality
-71.05547,42.36516,02113,2023-10-22T08:00:00Z,206.69,2.15,18.31,3.93,2.27,0.3,29,Good air quality
-71.05547,42.36516,02113,2023-10-22T12:00:00Z,153.36,0.99,14.32,3.08,1.76,0.23,28,Good air quality
-71.05547,42.36516,02113,2023-10-22T16:00:00Z,153.36,15.53,16.21,10.91,7.35,0.3,25,Good air quality
-71.05547,42.36516,02113,2023-10-22T20:00:00Z,153.36,16.72,18.25,15.12,8.37,0.26,26,Good air quality
-71.05547,42.36516,02113,2023-10-23T00:00:00Z,206.69,17.54,13.76,10.19,8.19,0.3,27,Good air quality
-71.05547,42.36516,02113,2023-10-23T04:00:00Z,206.69,13,11.73,27.26,6.21,0.29,25,Good air quality
-71.05547,42.36516,02113,2023-10-23T08:00:00Z,153.36,2.25,12.27,1.56,0.55,0.26,23,Good air quality
-71.05547,42.36516,02113,2023-10-23T12:00:00Z,206.69,13.13,9.35,17.68,10.95,0.16,24,Good air quality
-71.05547,42.36516,02113,2023-10-23T16:00:00Z,253.09,17.57,10.17,10.73,7.89,0.3,26,Good air quality
-71.05547,42.36516,02113,2023-10-23T20:00:00Z,206.69,19.33,15.5,12.27,8.2,0.26,27,Good air quality
-71.05547,42.36516,02113,2023-10-24T00:00:00Z,153.38,17.2,14.47,13.52,8.95,0.16,27,Good air quality
-71.05547,42.36516,02113,2023-10-24T04:00:00Z,153.36,14.77,17.34,21.22,6.97,0.16,28,Good air quality
-71.05547,42.36516,02113,2023-10-24T08:00:00Z,153.38,13.21,13.29,19.13,4.47,0.16,29,Good air quality
-71.05547,42.36516,02113,2023-10-24T12:00:00Z,413.37,23.04,2.99,30.12,14.99,0.36,31,Good air quality
-71.05547,42.36516,02113,2023-10-24T16:00:00Z,506.13,24.34,5.32,30.55,16.71,0.9,34,Good air quality
-71.05547,42.36516,02113,2023-10-24T20:00:00Z,253.38,24.37,21.1,15.2,9.11,0.16,35,Good air quality
-71.05547,42.36516,02113,2023-10-25T00:00:00Z,353.04,30.31,16.33,14.86,9.45,0.23,35,Good air quality
-71.05547,42.36516,02113,2023-10-25T04:00:00Z,360.03,18.79,15.17,27.35,6.98,0.26,36,Good air quality
-71.05547,42.36516,02113,2023-10-25T08:00:00Z,206.96,10.72,29.24,8.05,3.86,0.16,35,Good air quality
-71.05547,42.36516,02113,2023-10-25T12:00:00Z,306.7,20.27,22.62,24.75,14.96,0.16,36,Good air quality
-71.05547,42.36516,02113,2023-10-25T16:00:00Z,353.08,29.3,18.59,25.95,11.37,0.26,36,Good air quality
-71.05547,42.36516,02113,2023-10-25T20:00:00Z,253.36,25.04,11.85,25.94,12.19,0.26,38,Good air quality
-71.05547,42.36516,02113,2023-10-26T00:00:00Z,406.45,24.51,8.54,29.5,16.45,0.3,42,Good air quality
-71.05547,42.36516,02113,2023-10-26T04:00:00Z,360.06,20.2,4.81,39.61,19.24,0.3,46,Good air quality
-71.05547,42.36516,02113,2023-10-26T08:00:00Z,253.59,7.91,29.62,14.14,7.73,0.26,51,Moderate air quality
-71.05547,42.36516,02113,2023-10-26T12:00:00Z,360.29,29.16,17.31,37.09,19.78,0.26,53,Moderate air quality
-71.05547,42.36516,02113,2023-10-26T16:00:00Z,380.99,33.15,19.14,35,18.3,0.78,53,Moderate air quality
-71.05547,42.36516,02113,2023-10-26T20:00:00Z,275.11,20.14,46.11,34.32,13.13,0.69,54,Moderate air quality
-71.05547,42.36516,02113,2023-10-27T00:00:00Z,506.4,30.61,33.48,37.95,16.69,0.2,54,Moderate air quality
-71.05547,42.36516,02113,2023-10-27T04:00:00Z,719.8,34.71,15.9,33.45,18.1,0.33,55,Moderate air quality
-71.05547,42.36516,02113,2023-10-27T08:00:00Z,413.41,26.78,29.6,26.54,14.96,0.26,57,Moderate air quality
-71.05547,42.36516,02113,2023-10-27T12:00:00Z,460.05,26.48,28.06,38.06,23.95,0.26,59,Moderate air quality
-71.05547,42.36516,02113,2023-10-27T16:00:00Z,559.79,40.77,11.82,37.39,17.49,0.43,59,Moderate air quality
-71.05547,42.36516,02113,2023-10-27T20:00:00Z,406.4,31.94,40.73,50.96,18.24,0.3,61,Moderate air quality
-71.05547,42.36516,02113,2023-10-28T00:00:00Z,459.78,37.91,44.53,40.31,22.63,0.3,61,Moderate air quality
-71.05547,42.36516,02113,2023-10-28T04:00:00Z,566.48,23.94,25.12,38.18,15.64,0.3,61,Moderate air quality
-71.05547,42.36516,02113,2023-10-28T08:00:00Z,360.06,21.73,24.08,33.78,10.75,0.26,60,Moderate air quality
-71.05547,42.36516,02113,2023-10-28T12:00:00Z,459.75,22.2,15.9,26.71,12.22,0.26,58,Moderate air quality
-71.05547,42.36516,02113,2023-10-28T16:00:00Z,360.01,25.42,25.32,33.13,12.87,0.3,56,Moderate air quality
-71.05547,42.36516,02113,2023-10-28T20:00:00Z,206.79,19.5,45.21,37.84,13.49,0.26,55,Moderate air quality
-71.05547,42.36516,02113,2023-10-29T00:00:00Z,260.05,25.27,35.53,17.64,13.55,0.2,54,Moderate air quality
-71.05547,42.36516,02113,2023-10-29T04:00:00Z,206.69,25.88,33.36,18.03,9.46,0.17,51,Moderate air quality
-71.05547,42.36516,02113,2023-10-29T08:00:00Z,206.69,4.13,22.06,4.91,2.81,0.16,46,Good air quality
-71.05547,42.36516,02113,2023-10-29T12:00:00Z,153.36,1.81,16.06,3.8,2.66,0.2,41,Good air quality
-71.05547,42.36516,02113,2023-10-29T16:00:00Z,153.37,18.41,11.63,21.36,7.23,0.2,37,Good air quality
-71.05547,42.36516,02113,2023-10-29T20:00:00Z,253.4,21.02,10.08,19.48,6.74,0.29,32,Good air quality
-71.05547,42.36516,02113,2023-10-30T00:00:00Z,153.64,17.54,15.43,14.33,8.49,0.2,29,Good air quality
-71.05547,42.36516,02113,2023-10-30T04:00:00Z,153.36,12.26,20.86,21.5,6.69,0.16,27,Good air quality
-71.05547,42.36516,02113,2023-10-30T08:00:00Z,153.36,6.92,27.53,13.48,3.39,0.16,24,Good air quality
-71.05547,42.36516,02113,2023-10-30T12:00:00Z,153.36,18.14,29.03,14.13,4.1,0.16,24,Good air quality
-71.05547,42.36516,02113,2023-10-30T16:00:00Z,200.03,26.17,20.93,21.29,7.13,0.26,25,Good air quality
-71.05547,42.36516,02113,2023-10-30T20:00:00Z,207,27.72,20.23,13.79,6.66,0.26,26,Good air quality
-71.05547,42.36516,02113,2023-10-31T00:00:00Z,253.14,23.88,13.75,15.88,8.14,0.2,25,Good air quality
-71.05547,42.36516,02113,2023-10-31T04:00:00Z,306.65,14.19,6.93,18.51,10.59,0.3,27,Good air quality
-71.05547,42.36516,02113,2023-10-31T08:00:00Z,153.36,7.8,27.13,12.16,4.57,0.16,30,Good air quality
-71.05547,42.36516,02113,2023-10-31T12:00:00Z,260.03,17.89,17.9,28.61,13,0.16,32,Good air quality
-71.05547,42.36516,02113,2023-10-31T16:00:00Z,207,22.02,23.35,17.23,8.98,0.3,34,Good air quality
-71.05547,42.36516,02113,2023-10-31T20:00:00Z,206.69,19.39,32.15,26.05,10.04,0.2,36,Good air quality
-71.05547,42.36516,02113,2023-11-01T00:00:00Z,253.34,20.73,24.42,17.42,8.65,0.2,36,Good air quality
-71.05547,42.36516,02113,2023-11-01T08:00:00Z,253.34,18.95,13.62,13.01,4.12,0.26,33,Good air quality
-71.05547,42.36516,02113,2023-11-01T12:00:00Z,253.34,18.79,14.06,20.61,13.04,0.23,33,Good air quality
-71.05547,42.36516,02113,2023-11-01T16:00:00Z,306.73,26.32,13.78,25.65,14.08,0.33,34,Good air quality
-71.05547,42.36516,02113,2023-11-01T20:00:00Z,206.79,16.03,25.91,18.01,8.94,0.16,34,Good air quality
-71.05547,42.36516,02113,2023-11-02T00:00:00Z,206.97,25.62,24.86,21.09,10.86,0.26,35,Good air quality
-71.05547,42.36516,02113,2023-11-02T04:00:00Z,306.65,20.84,15.22,15.46,9.77,0.2,36,Good air quality
