,FID,GEOID10,AREA_SQFT,AREA_ACRES,POP100_RE,HU100_RE,TotDis,TotChild,OlderAdult,Low_to_No,LEP,POC2,MedIllnes,Name,Shape__Area,Shape__Length,longitude,latitude,closest_sensor,pm2.5_atm,pm10_atm
140,141,25025091200,3483077.78,79.9605,3234,1239,345,627,179,784,963,2253,1158.82,Dorchester,592238.75,3675.66458371256,-71.06222034693656,42.31633457326315,26219,8.807500000000001,9.9115
141,142,25025091100,4562470.46,104.7399,4861,1966,552,1241,421,1436,1857,2601,1744.62,Dorchester,775754.578125,3793.01791890303,-71.05559548821876,42.315649708718624,26219,8.807500000000001,9.9115
142,143,25025090700,11544136.43,265.0169,4275,1990,545,713,390,1295,1685,1678,1671.75,Roxbury,1963368.22265625,5747.79773682998,-71.06002919864818,42.324139714784884,29389,7.7455,8.405000000000001
143,144,25025090600,3246866.13,74.5378,2348,793,238,718,178,864,1042,2255,834.69,Roxbury,552190.203125,3692.14194187966,-71.07227587415481,42.322969030015194,26219,8.807500000000001,9.9115
144,145,25025090400,4575787.71,105.0456,3659,1294,627,1104,387,1314,1701,3570,1263.83,Roxbury,778056.1796875,4189.02270310581,-71.07471033664247,42.31717224069466,26219,8.807500000000001,9.9115
145,146,25025090300,4094225.77,93.9905,3179,1268,531,925,236,1573,1809,3132,1049.55,Roxbury,696036.23828125,3746.26266547462,-71.07650560414484,42.31094527366887,26219,8.807500000000001,9.9115
146,147,25025090200,2945580.09,67.6212,2233,830,312,815,216,1662,1878,2193,742.63,Roxbury,500701.41796875,3310.79490909967,-71.07905652901842,42.30714648904146,26219,8.807500000000001,9.9115
147,148,25025080100,11047170.59,253.6081,3350,744,253,388,131,727,858,2834,1280.14,Roxbury,1879154.83203125,7693.60355866781,-71.07052955302723,42.32934040912944,29389,7.7455,8.405000000000001
148,149,25025060301,2933185.1,67.3367,3076,1647,320,162,437,443,880,107,1339.75,South Boston,499007.64453125,3688.96064936774,-71.03694892437325,42.33347562006731,29389,7.7455,8.405000000000001
149,150,25025090901,12625816.75,289.8489,3730,1640,443,752,155,2330,2485,2330,1306.46,Dorchester,2146846.75390625,6721.02715958284,-71.04202833514906,42.316901740796226,26219,8.807500000000001,9.9115
150,151,25025980101,35693132.84,819.4016,535,0,179,0,12,349,361,370,230.53,Harbor Islands,6071246.02734375,36865.7971223558,-70.96983737458505,42.32800227064697,29389,7.7455,8.405000000000001
151,152,25025060101,3181825.6,73.0447,3216,1684,391,400,374,464,838,101,1367.33,South Boston,541329.9140625,3406.91159492151,-71.02793072386422,42.33477052713815,29389,7.7455,8.405000000000001
152,153,25025981502,13774214.08,316.2124,9,3,0,0,0,0,0,2,4.13,East Boston,2348013.78125,7724.01238902718,-71.00216488160065,42.39674981862228,3642,7.6985,8.4805
153,154,25025060600,13571977.55,311.5697,2357,1530,123,68,187,164,351,318,978.98,South Boston Waterfront,2309927.04296875,13299.0973837889,-71.04386858550878,42.34716061446327,29389,7.7455,8.405000000000001
154,155,25025060400,4297519.18,98.6575,4904,2543,237,367,682,608,1290,278,2151.51,South Boston,731090.453125,3890.19722115346,-71.04289871356038,42.33240742103903,29389,7.7455,8.405000000000001
155,156,25025060200,1833887.31,42.1003,1916,999,96,329,158,203,361,32,797.86,South Boston,311980.9765625,3116.71333184245,-71.03268038283471,42.332567042875986,29389,7.7455,8.405000000000001
156,157,25025040801,10251246.56,235.3362,3900,2089,381,665,366,1564,1930,1761,1476.65,Charlestown,1746493.03515625,16361.8194813872,-71.05370683854531,42.37896838689734,3642,7.6985,8.4805
157,158,25025010203,3942467.47,90.5066,5569,3663,398,127,250,1955,2205,1964,2149.17,Fenway,670950.66796875,4596.29485237865,-71.09722972151555,42.344792442973606,29389,7.7455,8.405000000000001
158,159,25025110403,10231036.38,234.8723,4309,1767,672,951,592,775,1367,2161,1711.82,Roslindale,1737514.1328125,5930.89897417649,-71.12656643354376,42.27792244955591,26219,8.807500000000001,9.9115
159,160,25025110201,3747839.93,86.0386,2051,874,256,510,219,515,734,1640,753.75,Roslindale,636539.01171875,4237.48085497872,-71.11705144165322,42.28050474801561,26219,8.807500000000001,9.9115
160,161,25025981000,12173242.68,279.4592,22,5,0,0,0,0,0,19,6.69,Roslindale,2068709.99609375,8200.41989206878,-71.12366679048813,42.298746528718375,26219,8.807500000000001,9.9115
161,162,25025090100,4811070.98,110.447,4571,1863,974,1394,417,1554,1971,4485,1631.07,Roxbury,817682.546875,4374.48637285196,-71.08202040866519,42.30238449266182,26219,8.807500000000001,9.9115
162,163,25025082100,3988567.24,91.5649,5025,2117,1104,1690,497,3197,3694,4963,1752.74,Roxbury,678041.92578125,3582.35276202218,-71.08722981142053,42.30945714693747,26219,8.807500000000001,9.9115
163,164,25025082000,4220856.09,96.8975,2815,1278,594,525,358,1035,1393,2763,1077.3,Roxbury,717627.28515625,3469.77252402957,-71.08394893748877,42.31375658684885,26219,8.807500000000001,9.9115
164,165,25025051200,4435460.51,101.8242,2379,1160,294,403,225,554,779,1030,921.22,East Boston,755334.6640625,9150.72346637577,-71.0346315884676,42.365115077127044,3642,7.6985,8.4805
165,166,25025050700,2924637.13,67.1404,4504,1606,372,887,191,1228,1419,3279,1577.45,East Boston,498209.96875,3521.3101374998,-71.03327191614841,42.37536620843041,3642,7.6985,8.4805
166,167,25025050600,1821435.1,41.8144,2063,806,210,380,134,763,897,1540,749.78,East Boston,310246.68359375,2610.42612987078,-71.03727011213921,42.371896433191694,3642,7.6985,8.4805
167,168,25025050500,1235330.0,28.3593,1857,702,149,355,356,617,973,1147,688.53,East Boston,210400.91796875,1861.36559091368,-71.03391093840172,42.3697852422634,3642,7.6985,8.4805
168,169,25025050400,1420513.59,32.6105,2372,1035,219,308,229,658,887,1437,911.34,East Boston,241929.51171875,2303.01852978262,-71.03790244172708,42.36822709584043,3642,7.6985,8.4805
169,170,25025050300,3824484.97,87.7981,2251,1041,563,703,486,1534,2020,1601,833.28,East Boston,651437.99609375,8709.014681251,-71.04160239011959,42.37239105344279,3642,7.6985,8.4805
170,171,25025050200,2618361.16,60.1093,5231,1834,504,1156,319,1726,2045,3878,1799.97,East Boston,446068.32421875,3996.27115783487,-71.03575827956516,42.377586498777326,3642,7.6985,8.4805
171,172,25025040300,3014756.67,69.2093,3882,2037,265,847,259,766,1025,713,1483.72,Charlestown,513617.14453125,4055.8294450234,-71.06338467712062,42.378743339878994,3642,7.6985,8.4805
172,173,25025040200,1545294.9,35.4751,1606,727,183,611,166,744,910,745,587.93,Charlestown,263252.75,2981.45647384857,-71.0567936555675,42.37686156780754,3642,7.6985,8.4805
173,174,25025030500,2052881.84,47.1277,2538,1656,81,205,210,334,544,244,1074.25,North End,349614.359375,5628.05209308763,-71.05253673619995,42.36691368932641,3642,7.6985,8.4805
174,175,25025081900,4664571.96,107.0838,3115,1397,646,704,312,1101,1413,3047,1160.74,Roxbury,793110.62109375,4816.72345308458,-71.08965250479154,42.315482855238784,26219,8.807500000000001,9.9115
175,176,25025081800,4024571.84,92.3915,2898,1388,329,891,286,1263,1549,2820,1054.4,Roxbury,684396.7421875,4191.46695874341,-71.08003092454472,42.32032715524457,26219,8.807500000000001,9.9115
176,177,25025081700,6819156.25,156.5463,3820,1599,715,1250,420,1552,1972,3746,1404.47,Roxbury,1159715.28515625,4789.14928358349,-71.08603459750053,42.322704981101374,26219,8.807500000000001,9.9115
177,178,25025081500,3619583.13,83.0942,2134,905,340,430,197,809,1006,1957,804.02,Roxbury,615534.3046875,4824.79046879899,-71.09291463369128,42.32072734622006,26219,8.807500000000001,9.9115
178,179,25025081400,6678367.07,153.3142,3003,1462,268,314,283,791,1074,2318,1185.22,Jamaica Plain,1135952.734375,6170.17638290981,-71.09375555092285,42.32776890541192,29389,7.7455,8.405000000000001
179,180,25025081300,6246271.61,143.3947,4760,2111,1146,1355,793,3109,3902,4461,1792.61,Jamaica Plain,1062173.65625,5552.33664730777,-71.09769075260341,42.3193358272975,26219,8.807500000000001,9.9115
