,zip_code,OZONE_AQI,PM2.5_AQI,year,Total population,Average Household Size,Percentage of Foreign Born Residents,Percentage of Non-English Speakers,Percentage of population aged 5 years and over who speak Spanish at home,Percentage of population aged 5 years and over who speak an Indo-european other than Spanish at home,Percentage of population aged 5 years and over who speak an Asian and Pacific Islander language,Percentage of population aged 5 years and over who speak other language at home,Percentage of population aged 25 years and over with a Bachelor's degree,Percentage of population with American ancestry,Percentage of population with Arab ancestry,Percentage of population with Dutch ancestry,Percentage of population with English ancestry,Percentage of population with French ancestry,Percentage of population with German ancestry,Percentage of population with Irish ancestry,Percentage of population with Italian ancestry,Percentage of population with Subsaharan African ancestry,Percentage of population with West Indian ancestry,Percentage of people commuting to work,Mean travel time to work (minutes),"Percentage of population commuting to work by car, truck or van -- drove alone",Percentage of population commuting to work by car -- carpoled,Percentage of population working from home,Unemployment rate,Percentage of private wage and salary workers,Percentage of government workers,Percentage of population in labor force,Percentage of employed,Percentage of unemployed,Median household income,Mean household income,Percentage of population with no health insurance,Percentage of owner occupied housing units,Percentage of renter occupied housing units,Median price of owner occupied units (dollars),Median price of rent occupied units (dollars),Median age (years),Percentage of population under 18,Percentage of population over 18,Percentage of white people,Percentage of Black or African American people,Percentage of Asian people,Percentage of Native Hawaiian and Other Pacific Islander people,Percentage of Hispanic or Latino People
62,2122,31.304469273743017,34.99452054794521,2019,23747,2.6,33.2,40.3,11.4,14.7,13.7,0.5,18.4,3.3,0.1,0.1,3.6,1.0,2.3,16.3,4.7,11.5,4.9,26.9,32.9,48.3,9.3,6.8,6.0,81.0,16.7,71.7,67.4,4.3,77081,99558,3.9,42.1,57.9,551100.0,1692,36.1,19.3,80.7,37.3,28.6,15.2,0.0,13.7
63,2122,31.083798882681563,33.36986301369863,2021,23747,2.6,33.2,40.3,11.4,14.7,13.7,0.5,18.4,3.3,0.1,0.1,3.6,1.0,2.3,16.3,4.7,11.5,4.9,26.9,32.9,48.3,9.3,6.8,6.0,81.0,16.7,71.7,67.4,4.3,77081,99558,3.9,42.1,57.9,551100.0,1692,36.1,19.3,80.7,37.3,28.6,15.2,0.0,13.7
64,2122,34.41456582633053,30.378082191780823,2022,23747,2.6,33.2,40.3,11.4,14.7,13.7,0.5,18.4,3.3,0.1,0.1,3.6,1.0,2.3,16.3,4.7,11.5,4.9,26.9,32.9,48.3,9.3,6.8,6.0,81.0,16.7,71.7,67.4,4.3,77081,99558,3.9,42.1,57.9,551100.0,1692,36.1,19.3,80.7,37.3,28.6,15.2,0.0,13.7
65,2124,31.72905027932961,40.2534435261708,2017,56070,2.87,31.8,36.3,14.4,12.7,6.2,2.9,17.8,2.0,0.1,0.2,2.4,0.8,1.6,8.7,3.2,8.2,20.6,28.4,36.7,45.4,9.4,10.1,8.2,82.1,13.0,69.7,63.7,5.7,65683,91667,4.0,41.3,58.7,492900.0,1555,35.1,23.2,76.8,21.8,53.4,7.7,0.0,18.5
66,2124,31.94269340974212,43.50716332378224,2018,56070,2.87,31.8,36.3,14.4,12.7,6.2,2.9,17.8,2.0,0.1,0.2,2.4,0.8,1.6,8.7,3.2,8.2,20.6,28.4,36.7,45.4,9.4,10.1,8.2,82.1,13.0,69.7,63.7,5.7,65683,91667,4.0,41.3,58.7,492900.0,1555,35.1,23.2,76.8,21.8,53.4,7.7,0.0,18.5
67,2124,31.304469273743017,34.99452054794521,2019,56070,2.87,31.8,36.3,14.4,12.7,6.2,2.9,17.8,2.0,0.1,0.2,2.4,0.8,1.6,8.7,3.2,8.2,20.6,28.4,36.7,45.4,9.4,10.1,8.2,82.1,13.0,69.7,63.7,5.7,65683,91667,4.0,41.3,58.7,492900.0,1555,35.1,23.2,76.8,21.8,53.4,7.7,0.0,18.5
68,2124,31.083798882681563,33.36986301369863,2021,56070,2.87,31.8,36.3,14.4,12.7,6.2,2.9,17.8,2.0,0.1,0.2,2.4,0.8,1.6,8.7,3.2,8.2,20.6,28.4,36.7,45.4,9.4,10.1,8.2,82.1,13.0,69.7,63.7,5.7,65683,91667,4.0,41.3,58.7,492900.0,1555,35.1,23.2,76.8,21.8,53.4,7.7,0.0,18.5
69,2124,34.41456582633053,30.378082191780823,2022,56070,2.87,31.8,36.3,14.4,12.7,6.2,2.9,17.8,2.0,0.1,0.2,2.4,0.8,1.6,8.7,3.2,8.2,20.6,28.4,36.7,45.4,9.4,10.1,8.2,82.1,13.0,69.7,63.7,5.7,65683,91667,4.0,41.3,58.7,492900.0,1555,35.1,23.2,76.8,21.8,53.4,7.7,0.0,18.5
70,2125,31.72905027932961,40.2534435261708,2017,32614,2.47,32.9,43.1,15.2,17.7,7.7,2.5,22.5,1.5,0.7,0.4,2.4,1.6,2.6,11.4,3.4,12.7,5.2,34.2,30.7,38.0,8.3,8.5,7.2,83.2,12.1,68.0,63.1,4.9,60612,90420,4.6,35.5,64.5,578400.0,1540,33.8,19.0,81.0,35.8,32.7,11.4,0.0,20.5
71,2125,30.349056603773583,42.80757097791798,2018,32614,2.47,32.9,43.1,15.2,17.7,7.7,2.5,22.5,1.5,0.7,0.4,2.4,1.6,2.6,11.4,3.4,12.7,5.2,34.2,30.7,38.0,8.3,8.5,7.2,83.2,12.1,68.0,63.1,4.9,60612,90420,4.6,35.5,64.5,578400.0,1540,33.8,19.0,81.0,35.8,32.7,11.4,0.0,20.5
72,2125,31.304469273743017,34.99452054794521,2019,32614,2.47,32.9,43.1,15.2,17.7,7.7,2.5,22.5,1.5,0.7,0.4,2.4,1.6,2.6,11.4,3.4,12.7,5.2,34.2,30.7,38.0,8.3,8.5,7.2,83.2,12.1,68.0,63.1,4.9,60612,90420,4.6,35.5,64.5,578400.0,1540,33.8,19.0,81.0,35.8,32.7,11.4,0.0,20.5
73,2125,31.083798882681563,33.36986301369863,2021,32614,2.47,32.9,43.1,15.2,17.7,7.7,2.5,22.5,1.5,0.7,0.4,2.4,1.6,2.6,11.4,3.4,12.7,5.2,34.2,30.7,38.0,8.3,8.5,7.2,83.2,12.1,68.0,63.1,4.9,60612,90420,4.6,35.5,64.5,578400.0,1540,33.8,19.0,81.0,35.8,32.7,11.4,0.0,20.5
74,2125,34.41456582633053,30.378082191780823,2022,32614,2.47,32.9,43.1,15.2,17.7,7.7,2.5,22.5,1.5,0.7,0.4,2.4,1.6,2.6,11.4,3.4,12.7,5.2,34.2,30.7,38.0,8.3,8.5,7.2,83.2,12.1,68.0,63.1,4.9,60612,90420,4.6,35.5,64.5,578400.0,1540,33.8,19.0,81.0,35.8,32.7,11.4,0.0,20.5
75,2127,31.72905027932961,40.2534435261708,2017,35266,2.08,12.8,17.0,7.6,3.9,4.8,0.7,44.4,2.4,0.6,0.6,7.3,3.1,7.0,33.2,13.3,1.7,1.4,30.7,27.7,36.2,3.4,16.5,4.8,87.6,10.5,80.8,76.8,3.9,131782,158643,2.0,44.4,55.6,719100.0,1875,32.3,11.7,88.3,79.3,5.0,6.5,0.0,9.5
76,2127,30.35048231511254,42.61935483870968,2018,35266,2.08,12.8,17.0,7.6,3.9,4.8,0.7,44.4,2.4,0.6,0.6,7.3,3.1,7.0,33.2,13.3,1.7,1.4,30.7,27.7,36.2,3.4,16.5,4.8,87.6,10.5,80.8,76.8,3.9,131782,158643,2.0,44.4,55.6,719100.0,1875,32.3,11.7,88.3,79.3,5.0,6.5,0.0,9.5
77,2127,31.304469273743017,34.99452054794521,2019,35266,2.08,12.8,17.0,7.6,3.9,4.8,0.7,44.4,2.4,0.6,0.6,7.3,3.1,7.0,33.2,13.3,1.7,1.4,30.7,27.7,36.2,3.4,16.5,4.8,87.6,10.5,80.8,76.8,3.9,131782,158643,2.0,44.4,55.6,719100.0,1875,32.3,11.7,88.3,79.3,5.0,6.5,0.0,9.5
78,2127,31.083798882681563,33.36986301369863,2021,35266,2.08,12.8,17.0,7.6,3.9,4.8,0.7,44.4,2.4,0.6,0.6,7.3,3.1,7.0,33.2,13.3,1.7,1.4,30.7,27.7,36.2,3.4,16.5,4.8,87.6,10.5,80.8,76.8,3.9,131782,158643,2.0,44.4,55.6,719100.0,1875,32.3,11.7,88.3,79.3,5.0,6.5,0.0,9.5
79,2127,34.41456582633053,30.378082191780823,2022,35266,2.08,12.8,17.0,7.6,3.9,4.8,0.7,44.4,2.4,0.6,0.6,7.3,3.1,7.0,33.2,13.3,1.7,1.4,30.7,27.7,36.2,3.4,16.5,4.8,87.6,10.5,80.8,76.8,3.9,131782,158643,2.0,44.4,55.6,719100.0,1875,32.3,11.7,88.3,79.3,5.0,6.5,0.0,9.5
80,2128,31.72905027932961,31.08433734939759,2017,45501,2.68,46.2,63.6,51.9,5.7,3.8,2.1,21.6,2.4,2.1,0.4,2.9,1.7,2.3,7.3,11.3,0.6,0.6,46.1,32.2,30.0,5.5,12.2,8.8,86.0,9.0,77.0,70.1,6.8,71630,98782,7.6,25.3,74.7,577600.0,1740,33.8,18.8,81.2,54.9,2.9,4.5,0.0,55.5
81,2128,31.565934065934066,35.932203389830505,2018,45501,2.68,46.2,63.6,51.9,5.7,3.8,2.1,21.6,2.4,2.1,0.4,2.9,1.7,2.3,7.3,11.3,0.6,0.6,46.1,32.2,30.0,5.5,12.2,8.8,86.0,9.0,77.0,70.1,6.8,71630,98782,7.6,25.3,74.7,577600.0,1740,33.8,18.8,81.2,54.9,2.9,4.5,0.0,55.5
82,2128,31.304469273743017,33.2169014084507,2019,45501,2.68,46.2,63.6,51.9,5.7,3.8,2.1,21.6,2.4,2.1,0.4,2.9,1.7,2.3,7.3,11.3,0.6,0.6,46.1,32.2,30.0,5.5,12.2,8.8,86.0,9.0,77.0,70.1,6.8,71630,98782,7.6,25.3,74.7,577600.0,1740,33.8,18.8,81.2,54.9,2.9,4.5,0.0,55.5
83,2128,31.083798882681563,28.8393351800554,2021,45501,2.68,46.2,63.6,51.9,5.7,3.8,2.1,21.6,2.4,2.1,0.4,2.9,1.7,2.3,7.3,11.3,0.6,0.6,46.1,32.2,30.0,5.5,12.2,8.8,86.0,9.0,77.0,70.1,6.8,71630,98782,7.6,25.3,74.7,577600.0,1740,33.8,18.8,81.2,54.9,2.9,4.5,0.0,55.5
84,2128,34.41456582633053,29.10136986301369,2022,45501,2.68,46.2,63.6,51.9,5.7,3.8,2.1,21.6,2.4,2.1,0.4,2.9,1.7,2.3,7.3,11.3,0.6,0.6,46.1,32.2,30.0,5.5,12.2,8.8,86.0,9.0,77.0,70.1,6.8,71630,98782,7.6,25.3,74.7,577600.0,1740,33.8,18.8,81.2,54.9,2.9,4.5,0.0,55.5
85,2129,31.72905027932961,31.08433734939759,2017,20411,2.19,16.1,21.1,7.5,4.0,9.5,0.2,35.0,4.0,0.6,0.9,8.8,3.7,6.3,26.3,12.3,1.3,1.1,23.8,31.1,35.8,4.4,16.1,2.9,87.8,10.0,78.5,75.6,2.2,140534,177973,1.0,48.6,51.4,799600.0,1860,35.6,20.0,80.0,74.1,7.7,10.9,0.0,9.1
86,2129,31.565934065934066,35.932203389830505,2018,20411,2.19,16.1,21.1,7.5,4.0,9.5,0.2,35.0,4.0,0.6,0.9,8.8,3.7,6.3,26.3,12.3,1.3,1.1,23.8,31.1,35.8,4.4,16.1,2.9,87.8,10.0,78.5,75.6,2.2,140534,177973,1.0,48.6,51.4,799600.0,1860,35.6,20.0,80.0,74.1,7.7,10.9,0.0,9.1
87,2129,31.304469273743017,33.2169014084507,2019,20411,2.19,16.1,21.1,7.5,4.0,9.5,0.2,35.0,4.0,0.6,0.9,8.8,3.7,6.3,26.3,12.3,1.3,1.1,23.8,31.1,35.8,4.4,16.1,2.9,87.8,10.0,78.5,75.6,2.2,140534,177973,1.0,48.6,51.4,799600.0,1860,35.6,20.0,80.0,74.1,7.7,10.9,0.0,9.1
88,2129,31.083798882681563,28.8393351800554,2021,20411,2.19,16.1,21.1,7.5,4.0,9.5,0.2,35.0,4.0,0.6,0.9,8.8,3.7,6.3,26.3,12.3,1.3,1.1,23.8,31.1,35.8,4.4,16.1,2.9,87.8,10.0,78.5,75.6,2.2,140534,177973,1.0,48.6,51.4,799600.0,1860,35.6,20.0,80.0,74.1,7.7,10.9,0.0,9.1
89,2129,34.41456582633053,29.10136986301369,2022,20411,2.19,16.1,21.1,7.5,4.0,9.5,0.2,35.0,4.0,0.6,0.9,8.8,3.7,6.3,26.3,12.3,1.3,1.1,23.8,31.1,35.8,4.4,16.1,2.9,87.8,10.0,78.5,75.6,2.2,140534,177973,1.0,48.6,51.4,799600.0,1860,35.6,20.0,80.0,74.1,7.7,10.9,0.0,9.1
90,2130,31.72905027932961,40.2534435261708,2017,41112,2.25,21.6,30.4,16.5,7.3,2.7,3.9,27.6,2.2,0.7,0.7,8.6,1.8,8.4,13.2,6.9,3.5,2.5,33.7,31.8,31.5,3.9,17.2,4.5,82.1,13.1,75.0,71.6,3.4,106153,137908,1.2,45.3,54.7,665100.0,1975,35.1,16.4,83.6,63.9,14.1,6.4,0.0,19.9
91,2130,31.565934065934066,43.07988980716254,2018,41112,2.25,21.6,30.4,16.5,7.3,2.7,3.9,27.6,2.2,0.7,0.7,8.6,1.8,8.4,13.2,6.9,3.5,2.5,33.7,31.8,31.5,3.9,17.2,4.5,82.1,13.1,75.0,71.6,3.4,106153,137908,1.2,45.3,54.7,665100.0,1975,35.1,16.4,83.6,63.9,14.1,6.4,0.0,19.9
92,2130,31.304469273743017,34.99452054794521,2019,41112,2.25,21.6,30.4,16.5,7.3,2.7,3.9,27.6,2.2,0.7,0.7,8.6,1.8,8.4,13.2,6.9,3.5,2.5,33.7,31.8,31.5,3.9,17.2,4.5,82.1,13.1,75.0,71.6,3.4,106153,137908,1.2,45.3,54.7,665100.0,1975,35.1,16.4,83.6,63.9,14.1,6.4,0.0,19.9
93,2130,31.083798882681563,33.36986301369863,2021,41112,2.25,21.6,30.4,16.5,7.3,2.7,3.9,27.6,2.2,0.7,0.7,8.6,1.8,8.4,13.2,6.9,3.5,2.5,33.7,31.8,31.5,3.9,17.2,4.5,82.1,13.1,75.0,71.6,3.4,106153,137908,1.2,45.3,54.7,665100.0,1975,35.1,16.4,83.6,63.9,14.1,6.4,0.0,19.9
94,2130,34.41456582633053,30.378082191780823,2022,41112,2.25,21.6,30.4,16.5,7.3,2.7,3.9,27.6,2.2,0.7,0.7,8.6,1.8,8.4,13.2,6.9,3.5,2.5,33.7,31.8,31.5,3.9,17.2,4.5,82.1,13.1,75.0,71.6,3.4,106153,137908,1.2,45.3,54.7,665100.0,1975,35.1,16.4,83.6,63.9,14.1,6.4,0.0,19.9
95,2134,31.72905027932961,40.2534435261708,2017,18437,2.27,34.2,39.6,8.4,10.0,18.6,2.7,41.5,2.2,1.2,0.7,4.7,2.3,6.7,9.7,6.4,0.8,2.6,34.6,33.4,27.6,3.9,14.1,5.7,90.0,7.6,72.7,68.5,4.1,70021,86502,3.4,15.2,84.8,504800.0,1949,27.4,6.9,93.1,59.5,6.9,24.1,0.0,11.8
96,2134,31.565934065934066,43.07988980716254,2018,18437,2.27,34.2,39.6,8.4,10.0,18.6,2.7,41.5,2.2,1.2,0.7,4.7,2.3,6.7,9.7,6.4,0.8,2.6,34.6,33.4,27.6,3.9,14.1,5.7,90.0,7.6,72.7,68.5,4.1,70021,86502,3.4,15.2,84.8,504800.0,1949,27.4,6.9,93.1,59.5,6.9,24.1,0.0,11.8
97,2134,31.304469273743017,34.99452054794521,2019,18437,2.27,34.2,39.6,8.4,10.0,18.6,2.7,41.5,2.2,1.2,0.7,4.7,2.3,6.7,9.7,6.4,0.8,2.6,34.6,33.4,27.6,3.9,14.1,5.7,90.0,7.6,72.7,68.5,4.1,70021,86502,3.4,15.2,84.8,504800.0,1949,27.4,6.9,93.1,59.5,6.9,24.1,0.0,11.8
98,2134,31.083798882681563,33.36986301369863,2021,18437,2.27,34.2,39.6,8.4,10.0,18.6,2.7,41.5,2.2,1.2,0.7,4.7,2.3,6.7,9.7,6.4,0.8,2.6,34.6,33.4,27.6,3.9,14.1,5.7,90.0,7.6,72.7,68.5,4.1,70021,86502,3.4,15.2,84.8,504800.0,1949,27.4,6.9,93.1,59.5,6.9,24.1,0.0,11.8
99,2134,34.41456582633053,30.378082191780823,2022,18437,2.27,34.2,39.6,8.4,10.0,18.6,2.7,41.5,2.2,1.2,0.7,4.7,2.3,6.7,9.7,6.4,0.8,2.6,34.6,33.4,27.6,3.9,14.1,5.7,90.0,7.6,72.7,68.5,4.1,70021,86502,3.4,15.2,84.8,504800.0,1949,27.4,6.9,93.1,59.5,6.9,24.1,0.0,11.8
100,2135,31.72905027932961,40.2534435261708,2017,45024,2.19,28.7,36.2,10.7,11.3,12.5,1.7,40.3,1.5,1.6,0.5,5.5,1.5,6.3,12.9,7.8,1.1,1.6,32.7,33.1,39.2,6.8,12.2,4.6,88.4,7.8,76.7,73.1,3.5,85792,101465,3.9,22.3,77.7,587800.0,1993,30.0,8.8,91.2,65.7,5.9,16.2,0.1,12.9
101,2135,31.565934065934066,43.07988980716254,2018,45024,2.19,28.7,36.2,10.7,11.3,12.5,1.7,40.3,1.5,1.6,0.5,5.5,1.5,6.3,12.9,7.8,1.1,1.6,32.7,33.1,39.2,6.8,12.2,4.6,88.4,7.8,76.7,73.1,3.5,85792,101465,3.9,22.3,77.7,587800.0,1993,30.0,8.8,91.2,65.7,5.9,16.2,0.1,12.9
102,2135,31.304469273743017,34.99452054794521,2019,45024,2.19,28.7,36.2,10.7,11.3,12.5,1.7,40.3,1.5,1.6,0.5,5.5,1.5,6.3,12.9,7.8,1.1,1.6,32.7,33.1,39.2,6.8,12.2,4.6,88.4,7.8,76.7,73.1,3.5,85792,101465,3.9,22.3,77.7,587800.0,1993,30.0,8.8,91.2,65.7,5.9,16.2,0.1,12.9
103,2135,31.083798882681563,33.36986301369863,2021,45024,2.19,28.7,36.2,10.7,11.3,12.5,1.7,40.3,1.5,1.6,0.5,5.5,1.5,6.3,12.9,7.8,1.1,1.6,32.7,33.1,39.2,6.8,12.2,4.6,88.4,7.8,76.7,73.1,3.5,85792,101465,3.9,22.3,77.7,587800.0,1993,30.0,8.8,91.2,65.7,5.9,16.2,0.1,12.9
104,2135,34.74556213017752,30.65028901734104,2022,45024,2.19,28.7,36.2,10.7,11.3,12.5,1.7,40.3,1.5,1.6,0.5,5.5,1.5,6.3,12.9,7.8,1.1,1.6,32.7,33.1,39.2,6.8,12.2,4.6,88.4,7.8,76.7,73.1,3.5,85792,101465,3.9,22.3,77.7,587800.0,1993,30.0,8.8,91.2,65.7,5.9,16.2,0.1,12.9
105,2163,31.72905027932961,40.2534435261708,2017,2198,1.98,37.7,42.5,14.3,12.3,11.5,4.4,59.9,2.5,3.5,0.8,4.2,3.5,6.7,9.1,6.7,1.0,0.8,7.3,16.4,12.5,1.3,6.7,11.6,95.7,1.8,37.9,33.5,4.4,67292,82279,1.4,0.0,100.0,831532.0,2811,25.2,1.5,98.5,57.6,10.0,21.2,0.0,13.1
106,2163,31.565934065934066,43.07988980716254,2018,2198,1.98,37.7,42.5,14.3,12.3,11.5,4.4,59.9,2.5,3.5,0.8,4.2,3.5,6.7,9.1,6.7,1.0,0.8,7.3,16.4,12.5,1.3,6.7,11.6,95.7,1.8,37.9,33.5,4.4,67292,82279,1.4,0.0,100.0,831532.0,2811,25.2,1.5,98.5,57.6,10.0,21.2,0.0,13.1
107,2163,31.304469273743017,34.99452054794521,2019,2198,1.98,37.7,42.5,14.3,12.3,11.5,4.4,59.9,2.5,3.5,0.8,4.2,3.5,6.7,9.1,6.7,1.0,0.8,7.3,16.4,12.5,1.3,6.7,11.6,95.7,1.8,37.9,33.5,4.4,67292,82279,1.4,0.0,100.0,831532.0,2811,25.2,1.5,98.5,57.6,10.0,21.2,0.0,13.1
108,2163,31.083798882681563,33.36986301369863,2021,2198,1.98,37.7,42.5,14.3,12.3,11.5,4.4,59.9,2.5,3.5,0.8,4.2,3.5,6.7,9.1,6.7,1.0,0.8,7.3,16.4,12.5,1.3,6.7,11.6,95.7,1.8,37.9,33.5,4.4,67292,82279,1.4,0.0,100.0,831532.0,2811,25.2,1.5,98.5,57.6,10.0,21.2,0.0,13.1
109,2163,34.41456582633053,30.378082191780823,2022,2198,1.98,37.7,42.5,14.3,12.3,11.5,4.4,59.9,2.5,3.5,0.8,4.2,3.5,6.7,9.1,6.7,1.0,0.8,7.3,16.4,12.5,1.3,6.7,11.6,95.7,1.8,37.9,33.5,4.4,67292,82279,1.4,0.0,100.0,831532.0,2811,25.2,1.5,98.5,57.6,10.0,21.2,0.0,13.1
110,2199,31.72905027932961,40.2534435261708,2017,1232,1.48,33.7,40.1,7.8,14.2,17.6,0.5,43.2,0.0,0.5,0.0,6.8,4.6,8.1,8.9,6.2,0.0,3.2,14.0,22.2,20.2,0.0,16.3,0.0,81.6,11.7,64.3,64.3,0.0,106182,180822,0.0,7.1,92.9,2000000.0,3269,37.0,6.8,93.2,62.2,0.0,30.4,0.0,6.3
111,2199,31.565934065934066,43.07988980716254,2018,1232,1.48,33.7,40.1,7.8,14.2,17.6,0.5,43.2,0.0,0.5,0.0,6.8,4.6,8.1,8.9,6.2,0.0,3.2,14.0,22.2,20.2,0.0,16.3,0.0,81.6,11.7,64.3,64.3,0.0,106182,180822,0.0,7.1,92.9,2000000.0,3269,37.0,6.8,93.2,62.2,0.0,30.4,0.0,6.3
112,2199,31.304469273743017,34.99452054794521,2019,1232,1.48,33.7,40.1,7.8,14.2,17.6,0.5,43.2,0.0,0.5,0.0,6.8,4.6,8.1,8.9,6.2,0.0,3.2,14.0,22.2,20.2,0.0,16.3,0.0,81.6,11.7,64.3,64.3,0.0,106182,180822,0.0,7.1,92.9,2000000.0,3269,37.0,6.8,93.2,62.2,0.0,30.4,0.0,6.3
113,2199,31.083798882681563,33.36986301369863,2021,1232,1.48,33.7,40.1,7.8,14.2,17.6,0.5,43.2,0.0,0.5,0.0,6.8,4.6,8.1,8.9,6.2,0.0,3.2,14.0,22.2,20.2,0.0,16.3,0.0,81.6,11.7,64.3,64.3,0.0,106182,180822,0.0,7.1,92.9,2000000.0,3269,37.0,6.8,93.2,62.2,0.0,30.4,0.0,6.3
114,2199,34.41456582633053,30.378082191780823,2022,1232,1.48,33.7,40.1,7.8,14.2,17.6,0.5,43.2,0.0,0.5,0.0,6.8,4.6,8.1,8.9,6.2,0.0,3.2,14.0,22.2,20.2,0.0,16.3,0.0,81.6,11.7,64.3,64.3,0.0,106182,180822,0.0,7.1,92.9,2000000.0,3269,37.0,6.8,93.2,62.2,0.0,30.4,0.0,6.3
115,2210,31.72905027932961,40.2534435261708,2017,4830,1.53,22.4,19.6,2.0,11.4,4.8,1.4,39.3,1.3,1.7,1.2,11.2,2.5,8.8,17.6,15.0,1.2,0.3,9.0,23.5,24.5,2.8,20.6,4.3,89.1,7.5,88.4,80.8,3.6,160000,258316,0.1,26.0,74.0,969800.0,3257,38.7,5.2,94.8,84.5,3.1,9.6,0.0,3.0
116,2210,31.565934065934066,43.07988980716254,2018,4830,1.53,22.4,19.6,2.0,11.4,4.8,1.4,39.3,1.3,1.7,1.2,11.2,2.5,8.8,17.6,15.0,1.2,0.3,9.0,23.5,24.5,2.8,20.6,4.3,89.1,7.5,88.4,80.8,3.6,160000,258316,0.1,26.0,74.0,969800.0,3257,38.7,5.2,94.8,84.5,3.1,9.6,0.0,3.0
117,2210,31.182336182336183,34.97486033519553,2019,4830,1.53,22.4,19.6,2.0,11.4,4.8,1.4,39.3,1.3,1.7,1.2,11.2,2.5,8.8,17.6,15.0,1.2,0.3,9.0,23.5,24.5,2.8,20.6,4.3,89.1,7.5,88.4,80.8,3.6,160000,258316,0.1,26.0,74.0,969800.0,3257,38.7,5.2,94.8,84.5,3.1,9.6,0.0,3.0
118,2210,31.083798882681563,33.36986301369863,2021,4830,1.53,22.4,19.6,2.0,11.4,4.8,1.4,39.3,1.3,1.7,1.2,11.2,2.5,8.8,17.6,15.0,1.2,0.3,9.0,23.5,24.5,2.8,20.6,4.3,89.1,7.5,88.4,80.8,3.6,160000,258316,0.1,26.0,74.0,969800.0,3257,38.7,5.2,94.8,84.5,3.1,9.6,0.0,3.0
119,2210,34.41456582633053,30.378082191780823,2022,4830,1.53,22.4,19.6,2.0,11.4,4.8,1.4,39.3,1.3,1.7,1.2,11.2,2.5,8.8,17.6,15.0,1.2,0.3,9.0,23.5,24.5,2.8,20.6,4.3,89.1,7.5,88.4,80.8,3.6,160000,258316,0.1,26.0,74.0,969800.0,3257,38.7,5.2,94.8,84.5,3.1,9.6,0.0,3.0
120,2215,31.72905027932961,40.2534435261708,2017,25856,1.61,25.3,37.9,8.6,11.5,15.0,2.9,35.3,1.0,2.9,0.7,4.9,2.2,8.6,13.8,10.3,1.3,1.0,17.1,20.1,12.4,1.8,13.3,8.3,91.8,4.2,57.8,52.9,4.8,58466,86609,2.3,8.9,91.1,494900.0,2157,21.8,2.4,97.6,64.0,6.3,19.9,0.0,12.0
121,2215,31.565934065934066,43.07988980716254,2018,25856,1.61,25.3,37.9,8.6,11.5,15.0,2.9,35.3,1.0,2.9,0.7,4.9,2.2,8.6,13.8,10.3,1.3,1.0,17.1,20.1,12.4,1.8,13.3,8.3,91.8,4.2,57.8,52.9,4.8,58466,86609,2.3,8.9,91.1,494900.0,2157,21.8,2.4,97.6,64.0,6.3,19.9,0.0,12.0
122,2215,31.304469273743017,34.99452054794521,2019,25856,1.61,25.3,37.9,8.6,11.5,15.0,2.9,35.3,1.0,2.9,0.7,4.9,2.2,8.6,13.8,10.3,1.3,1.0,17.1,20.1,12.4,1.8,13.3,8.3,91.8,4.2,57.8,52.9,4.8,58466,86609,2.3,8.9,91.1,494900.0,2157,21.8,2.4,97.6,64.0,6.3,19.9,0.0,12.0
123,2215,31.083798882681563,33.36986301369863,2021,25856,1.61,25.3,37.9,8.6,11.5,15.0,2.9,35.3,1.0,2.9,0.7,4.9,2.2,8.6,13.8,10.3,1.3,1.0,17.1,20.1,12.4,1.8,13.3,8.3,91.8,4.2,57.8,52.9,4.8,58466,86609,2.3,8.9,91.1,494900.0,2157,21.8,2.4,97.6,64.0,6.3,19.9,0.0,12.0
124,2215,34.41456582633053,30.378082191780823,2022,25856,1.61,25.3,37.9,8.6,11.5,15.0,2.9,35.3,1.0,2.9,0.7,4.9,2.2,8.6,13.8,10.3,1.3,1.0,17.1,20.1,12.4,1.8,13.3,8.3,91.8,4.2,57.8,52.9,4.8,58466,86609,2.3,8.9,91.1,494900.0,2157,21.8,2.4,97.6,64.0,6.3,19.9,0.0,12.0
